0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.016250015983363758,0.5410531041825861,0.016249997798133915,0.0162500426502397,0.24769655523976522,0.01625002340269473,0.016249992674329528,0.01624999487821633,0.016249997853921155,0.016250024603085778,0.01625009296459781,0.01625002768847791,0.01625009187140572,0.016250023884802192,0.016250014324380124
0.01634776902332278,0.6001440919978464,0.01634777498443804,0.016347780397520426,0.18733448867323188,0.01634776975873984,0.016347850599662206,0.016347783352365343,0.016347861950514738,0.016347790153447877,0.016347796069170258,0.016347859736474978,0.016347767739847686,0.016347767353676355,0.016347848209741153
0.018534448206690535,0.018534495550877824,0.018534429530118895,0.018534466997924368,0.018534458210417,0.01853444751095578,0.32563645338995106,0.0185344914609006,0.1380053688377066,0.018534507006797627,0.018534464379192695,0.3139446551648419,0.01853444930663345,0.018534446983225303,0.01853441746376645
0.016821881639790343,0.01682203176295329,0.016821932845516675,0.016821881451121283,0.01682195245895668,0.016821964617076617,0.3167880107406468,0.016821930567441978,0.016821895957274374,0.016821931560116545,0.4645269250533998,0.016821946799118394,0.0168218854789904,0.01682190349206376,0.016821925575533102
0.1272450085352681,0.017504650278053924,0.017504635776517025,0.017504649071106982,0.0175046313284332,0.01750467208672769,0.017504729689001172,0.017504716154439093,0.01750462588276992,0.0175046315045074,0.4891018570504368,0.17359717509667724,0.01750463520198466,0.017504720325498963,0.017504662018577866
0.025200970481877413,0.6471861132977711,0.02520098806745729,0.02520100514947095,0.025201057492940094,0.025201031301976186,0.025200985589213184,0.025200974559143368,0.025200980268294277,0.02520097505769892,0.0252009870729728,0.025200990302476804,0.025200964739871875,0.02520097864959043,0.025200997969245114
0.020917950983669734,0.020918007313770266,0.1858199078848618,0.02091795954279808,0.020917999724651283,0.020918029323335086,0.5422453777724355,0.02091794990707755,0.0209180262960845,0.02091798088388817,0.02091796439892802,0.020917962738730634,0.020917947766417262,0.02091899240832812,0.020917943055023897
0.027614710226202842,0.027614710226202425,0.61339402767673,0.027614710226202606,0.0276147102262026,0.027614739382636155,0.027614710226202294,0.02761471022620247,0.027614710226202654,0.027614710226202547,0.027614710226202238,0.02761471022620273,0.027614710226202575,0.02761471022620308,0.027614710226202672
0.09865040202268081,0.015367852071878867,0.1007835028811473,0.015367834289508813,0.015367830917306998,0.015367836963713355,0.015367868136420559,0.01536784081411645,0.09178134374342359,0.015367833451769824,0.01536787071321299,0.5397383532939987,0.015367827292514295,0.015367891574798767,0.015367911833508606
0.017365527600439686,0.12254169654964078,0.0173654744257604,0.01736549455217067,0.017365509970740555,0.01736550519505298,0.017365532498728874,0.017365482220588906,0.0173654763482754,0.017365487916364497,0.6517068203951308,0.017365511022659236,0.017365476301396694,0.017365497034838782,0.017365507968211697
